Date,DIS,GE,GILD,GOOGL,KMI,OIL,T,TSLA,WMT
2013-05-31,63.080002,22.423077,54.48,436.046051,37.98,37.98,34.990002,97.760002,74.839996
2013-06-03,63.799999,22.73077,53.119999,434.249237,38.360001,38.360001,35.07,92.589996,75.690002
2013-06-04,64.349998,22.75,52.32,429.97998,37.93,37.93,35.669998,94.839996,75.940002
2013-06-05,63.119999,22.423077,50.119999,430.280273,37.810001,37.810001,35.259998,95.370003,75.25
2013-06-06,63.139999,22.48077,51.349998,432.752747,38.939999,38.939999,35.810001,97.349998,75.629997
2013-06-07,64.849998,22.942308,52.889999,440.305298,39.540001,39.540001,35.450001,102.040001,76.330002
2013-06-10,63.830002,22.865385,52.439999,445.555542,38.880001,38.880001,35.990002,100.050003,75.75
2013-06-11,63.799999,22.673077,52.439999,440.345337,38.189999,38.189999,35.759998,94.470001,75.25
2013-06-12,62.990002,22.596153,51.169998,436.426422,37.630001,37.630001,35.619999,97.730003,74.839996
2013-06-13,64.300003,22.76923,51.950001,438.938934,37.959999,37.959999,36.299999,98.18,75
2013-06-14,63.799999,22.615385,52.23,437.957947,38.419998,38.419998,35.91,100.300003,74.870003
2013-06-17,64.489998,22.85577,51.029999,443.568573,38.59,38.59,35.759998,102.199997,74.949997
2013-06-18,65.290001,23.39423,51.939999,450.760773,38.57,38.57,36.169998,103.389999,75.730003
2013-06-19,64.330002,23.057692,50.599998,450.790802,38.060001,38.060001,35.25,104.68,74.459999
2013-06-20,61.98,22.35577,49.349998,442.812805,36.299999,36.299999,34.349998,100.650002,73.029999
2013-06-21,62.73,22.461538,48.830002,440.905914,36.279999,36.279999,34.470001,99.550003,73.510002
2013-06-24,62.439999,22.048077,48.93,435.330322,36.560001,36.560001,34.459999,101.489998,74.199997
2013-06-25,62.57,22.221153,49.779999,433.533539,37.16,37.16,35.029999,102.400002,74.370003
2013-06-26,63.209999,22.35577,51.310001,437.262268,37.57,37.57,35.330002,105.720001,75.010002
2013-06-27,63.720001,22.423077,51.009998,438.973969,38.27,38.27,35.630001,109.25,75.260002
2013-06-28,63.150002,22.298077,51.27,440.625641,38.150002,38.150002,35.400002,107.360001,74.489998
2013-07-01,63.93,22.442308,51.650002,444.384399,38.630001,38.630001,35.299999,117.18,74.589996
2013-07-02,63.259998,22.01923,52.23,441.596588,38.279999,38.279999,35.529999,117.82,74.709999
2013-07-03,63.610001,22.028847,51.98,443.658661,38.419998,38.419998,35.619999,115.239998,74.760002
2013-07-05,63.82,22.346153,53.32,447.1922,38.439999,38.439999,35.830002,120.089996,75.209999
2013-07-08,64.709999,22.423077,53.32,452.997986,38.970001,38.970001,35.580002,121.610001,76.709999
2013-07-09,64.940002,22.711538,54.380001,453.073059,39.52,39.52,35.599998,123.449997,77.029999
2013-07-10,64.910004,22.634615,55.330002,453.448456,39.32,39.32,35.389999,122.269997,76.769997
2013-07-11,66.580002,23.01923,55.849998,460.580566,39.950001,39.950001,35.869999,125.610001,77.629997
2013-07-12,66.980003,22.846153,57.34,461.961975,40.07,40.07,35.810001,129.899994,77.629997
2013-07-15,65.93,22.721153,57.66,462.8078,40.310001,40.310001,35.549999,127.260002,77.029999
2013-07-16,65.029999,22.528847,57.139999,460.265259,39.75,39.75,35.880001,109.050003,77.370003
2013-07-17,65.360001,22.634615,57.75,459.734741,39.580002,39.580002,35.959999,120.25,77.199997
2013-07-18,65.82,22.721153,58.220001,455.795807,39.52,39.52,35.740002,119.029999,77.339996
2013-07-19,65.160004,23.76923,60.099998,448.748749,39.549999,39.549999,35.810001,119.68,78.080002
2013-07-22,64.400002,23.903847,59.709999,455.805817,39.509998,39.509998,35.580002,122.43,77.870003
2013-07-23,64.449997,23.759615,59.119999,452.352356,39.299999,39.299999,35.810001,122.739998,78.550003
2013-07-24,64.639999,23.673077,59.880001,451.901917,38.759998,38.759998,35.400002,121.699997,78.230003
2013-07-25,64.550003,23.740385,60.860001,444.294281,38.869999,38.869999,35.459999,124.07,78.010002
2013-07-26,64.980003,23.701923,62.57,443.118103,38.709999,38.709999,35.599998,129.389999,78
2013-07-29,64.610001,23.548077,62.02,441.576569,38.200001,38.200001,35.880001,134.619995,77.989998
2013-07-30,64.18,23.538462,61.73,445.905914,37.919998,37.919998,35.419998,131.740005,77.889999
2013-07-31,64.650002,23.432692,61.400002,444.319305,37.759998,37.759998,35.27,134.279999,77.940002
2013-08-01,65.360001,23.673077,62,452.562561,37.91,37.91,35.720001,135.550003,78.220001
2013-08-02,66.510002,23.75,61.75,453.738739,37.650002,37.650002,35.77,138,78.75
2013-08-05,66.019997,23.576923,60.950001,452.952942,37.650002,37.650002,35.669998,144.679993,78.769997
2013-08-06,67.050003,23.375,59.98,448.733734,38.169998,38.169998,35.48,142.149994,77.870003
2013-08-07,65.910004,23.403847,60.220001,445.770782,37.889999,37.889999,35.59,134.229996,77.370003
2013-08-08,65.75,23.39423,59.299999,446.776764,37.75,37.75,35.290001,153.479996,77.25
2013-08-09,64.730003,23.317308,59.209999,445.650665,37.599998,37.599998,34.799999,153,76.900002
2013-08-12,63.93,23.336538,58.900002,443.198212,37.400002,37.400002,34.919998,147.380005,77.080002
2013-08-13,63.98,23.26923,58.93,441.066071,37.139999,37.139999,34.720001,145.429993,76.860001
2013-08-14,63.959999,23.14423,58.169998,435.340332,37.32,37.32,34.77,139.360001,76.400002
2013-08-15,62.380001,23.076923,56.889999,430.260254,37.610001,37.610001,34.349998,139.669998,74.410004
2013-08-16,62.169998,23.028847,56.91,428.883881,37.439999,37.439999,34.18,142,74.110001
2013-08-19,61.830002,22.932692,57.34,433.25827,36.630001,36.630001,33.790001,144.899994,73.580002
2013-08-20,61.880001,22.807692,58,433.143158,36.939999,36.939999,33.869999,149.580002,73.230003
2013-08-21,61.139999,22.701923,58.689999,435.100098,36.93,36.93,33.48,147.860001,73.550003
2013-08-22,61.639999,22.865385,59.93,437.292297,37.119999,37.119999,33.82,157.100006,73.459999
2013-08-23,61.73,22.865385,59.639999,435.540527,37.23,37.23,34.290001,161.839996,73.440002
2013-08-26,61.349998,22.701923,60.419998,433.628632,37,37,33.82,164.220001,73.029999
2013-08-27,60.689999,22.288462,58.740002,425.500488,37.119999,37.119999,33.689999,167.009995,72.860001
2013-08-28,60.810001,22.307692,60.439999,424.699707,37.110001,37.110001,33.580002,166.449997,72.379997
2013-08-29,61.080002,22.221153,60.93,428.143158,37.84,37.84,33.650002,166.059998,72.43
2013-08-30,60.830002,22.25,60.27,423.873871,37.93,37.93,33.830002,169,72.980003
2013-09-03,60.93,22.173077,60.919998,430.620605,37.57,37.57,33.32,168.940002,72.68
2013-09-04,61.110001,22.278847,61.110001,436.251251,35.299999,35.299999,33.740002,170.619995,72.910004
2013-09-05,61.299999,22.26923,61.07,440.220215,35.5,35.5,33.34,169.929993,72.669998
2013-09-06,61.389999,22.26923,61.119999,440.230225,35.220001,35.220001,33.41,166.970001,72.589996
2013-09-09,61.59,22.490385,62.66,444.469482,36.330002,36.330002,33.630001,160.699997,73.510002
2013-09-10,62.830002,22.951923,62.860001,444.779785,37.049999,37.049999,33.970001,166.369995,73.959999
2013-09-11,63.939999,23.163462,62.93,448.543549,36.009998,36.009998,33.970001,163.520004,74.050003
2013-09-12,65.489998,22.932692,63.189999,446.97699,35.610001,35.610001,34.380001,164.929993,73.910004
2013-09-13,66.690002,22.865385,63.529999,444.97998,35.080002,35.080002,34.32,165.539993,74.360001
2013-09-16,66.940002,23.211538,63.02,444.32431,34.720001,34.720001,34.57,166.580002,74.779999
2013-09-17,66.980003,23.509615,62.689999,443.498505,34.720001,34.720001,34.75,166.229996,75.150002
2013-09-18,67.110001,23.903847,64.279999,452.112122,36.259998,36.259998,34.950001,166.220001,76.419998
2013-09-19,65.720001,23.51923,64.32,449.644653,36.779999,36.779999,34.810001,177.919998,76.209999
2013-09-20,65.010002,23.086538,63.860001,452.007019,36.209999,36.209999,34.310001,183.389999,75.830002
2013-09-23,64.75,23.346153,62.580002,443.693695,36.040001,36.040001,34.220001,181.110001,76.419998
2013-09-24,64.32,23.384615,62.740002,443.863861,36.189999,36.189999,34.09,182.330002,75.75
2013-09-25,64.449997,23.298077,61.73,439.054047,35.970001,35.970001,34.049999,185.240005,74.650002
2013-09-26,65.239998,23.317308,62.799999,439.524536,35.98,35.98,34.23,188.639999,74.620003
2013-09-27,65.190002,23.125,63.540001,438.633636,35.84,35.84,33.98,190.899994,74.360001
2013-09-30,64.489998,22.971153,62.869999,438.393402,35.57,35.57,33.82,193.369995,73.959999
2013-10-01,64.830002,23.240385,62.799999,443.943939,36.099998,36.099998,34.060001,193,73.589996
2013-10-02,64.879997,23.39423,62.400002,444.439453,35.849998,35.849998,33.939999,180.949997,73.720001
2013-10-03,64.019997,23.173077,61.709999,438.48349,35.369999,35.369999,33.639999,173.309998,73.160004
2013-10-04,65.300003,23.125,63.040001,436.611603,35.400002,35.400002,33.75,180.979996,72.800003
2013-10-07,64.589996,23.01923,61.77,433.303314,35.02,35.02,34,183.070007,71.870003
2013-10-08,64,22.759615,59.380001,427.262268,34.59,34.59,33.110001,174.729996,72.900002
2013-10-09,63.59,22.663462,58.900002,428.358368,34.790001,34.790001,33.75,168.779999,73
2013-10-10,65.580002,23.317308,62.740002,434.554565,35.279999,35.279999,34.150002,172.929993,74.790001
2013-10-11,66.209999,23.461538,62.689999,436.431427,35.490002,35.490002,34.200001,178.699997,74.82
2013-10-14,66.830002,23.442308,63.869999,438.4935,35.259998,35.259998,33.919998,179.720001,74.68
2013-10-15,66.440002,23.259615,63.599998,441.446442,35.049999,35.049999,33.709999,183.940002,74.370003
2013-10-16,66.349998,23.423077,65.650002,449.464478,35.619999,35.619999,34.200001,183.559998,75.599998
2013-10-17,66.419998,23.73077,67.360001,444.839844,35.220001,35.220001,34.439999,182.800003,75.779999
2013-10-18,67.150002,24.567308,68.209999,506.211212,35.330002,35.330002,34.610001,183.399994,75.709999
2013-10-21,67.610001,25.134615,66.989998,502.152161,35.419998,35.419998,35.220001,172.600006,75.150002
2013-10-22,69,25.01923,68.089996,504.003998,36.209999,36.209999,35.23,171.539993,76.32
2013-10-23,68.120003,24.711538,69.010002,516.221191,35.950001,35.950001,35.279999,164.5,75.900002
2013-10-24,69.050003,24.942308,69.830002,513.288269,36.400002,36.400002,34.630001,173.149994,76.419998
2013-10-25,69.260002,24.884615,69.68,508.108093,36.490002,36.490002,35.189999,169.660004,76.080002
2013-10-28,69,25.086538,68.730003,508.007996,36.099998,36.099998,35.57,162.860001,77.139999
2013-10-29,68.919998,25.201923,69.5,518.638611,35.779999,35.779999,36.27,164.470001,77.059998
2013-10-30,68.470001,25.35577,72.669998,515.725708,35.560001,35.560001,36.259998,159.220001,76.910004
2013-10-31,68.589996,25.134615,71.18,515.805786,35.310001,35.310001,36.200001,159.940002,76.75
2013-11-01,69.010002,25.51923,70.970001,514.034058,35.310001,35.310001,36.240002,162.169998,77.07
2013-11-04,68.809998,25.413462,69.339996,513.568542,35.23,35.23,36.450001,175.199997,77.330002
2013-11-05,68.849998,25.403847,69.540001,511.271271,35.110001,35.110001,35.529999,176.809998,77.419998
2013-11-06,69,25.865385,67.360001,511.886902,35.16,35.16,35.82,151.160004,78.160004
2013-11-07,67.150002,25.576923,65.629997,504.479492,34.779999,34.779999,35.110001,139.770004,77.510002
2013-11-08,68.580002,26.009615,67.370003,508.523529,35,35,35.169998,137.949997,77.959999
2013-11-11,68.339996,25.971153,67.510002,505.800812,34.700001,34.700001,35.029999,144.699997,79.010002
2013-11-12,67.769997,26.009615,67.610001,506.396393,34.599998,34.599998,35.169998,137.800003,78.709999
2013-11-13,68.970001,26.10577,68.5,516.75177,34.529999,34.529999,35.07,138.699997,78.900002
2013-11-14,70.019997,25.951923,68.980003,518.133118,35.02,35.02,35.16,137.600006,79.080002
2013-11-15,70,26.153847,69.889999,517.297302,35.349998,35.349998,35.43,135.449997,79.220001
2013-11-18,69.5,26.173077,68.970001,516.291321,35.619999,35.619999,35.599998,121.580002,79.220001
2013-11-19,69.120003,25.990385,69.660004,513.113098,35.27,35.27,35.720001,126.089996,79.25
2013-11-20,69.230003,25.923077,71.080002,511.666656,35.279999,35.279999,35.400002,121.110001,78.900002
2013-11-21,69.940002,25.875,71.629997,517.552551,35.279999,35.279999,35.299999,122.099998,78.860001
2013-11-22,70.199997,26.038462,74.269997,516.461487,35.52,35.52,35.419998,121.379997,79.809998
2013-11-25,69.739998,25.701923,74.599998,523.488464,35.919998,35.919998,35.369999,120.839996,80.43
2013-11-26,71.18,25.75,74.370003,529.734741,35.860001,35.860001,35.279999,120.5,80.68
2013-11-27,70.769997,25.798077,74.629997,532.087097,35.84,35.84,35.41,126.940002,80.93
2013-11-29,70.540001,25.634615,74.809998,530.325317,35.540001,35.540001,35.209999,127.279999,81.010002
2013-12-02,70.910004,25.634615,74.519997,527.767761,35.200001,35.200001,34.799999,124.169998,81.110001
2013-12-03,69.900002,25.538462,72.419998,527.157166,35.040001,35.040001,34.740002,144.699997,81.209999
2013-12-04,69.970001,25.615385,72.470001,529.619629,33.43,33.43,34.599998,138.949997,80.220001
2013-12-05,70.230003,25.432692,73.190002,529.199219,32.98,32.98,34.25,140.479996,79.440002
2013-12-06,71.459999,25.903847,73.989998,535.470459,33.509998,33.509998,34.529999,137.360001,79.940002
2013-12-09,71.110001,26.14423,75.190002,539.609619,33.349998,33.349998,34.689999,141.600006,79.949997
2013-12-10,71.57,26.096153,72.809998,542.872864,32.889999,32.889999,34.400002,142.190002,79.080002
2013-12-11,70.519997,25.557692,70.610001,539.184204,32.580002,32.580002,33.950001,139.649994,79.089996
2013-12-12,69.629997,25.51923,70.269997,535.515503,32.880001,32.880001,33.889999,147.470001,78.5
2013-12-13,69.620003,25.807692,71.400002,530.925903,32.830002,32.830002,33.849998,147.649994,78.080002
2013-12-16,70.510002,25.942308,71.419998,537.027039,32.700001,32.700001,34.150002,147.940002,77.739998
2013-12-17,70.660004,25.990385,70.080002,535.465454,33.43,33.43,33.849998,152.460007,77.25
2013-12-18,72.199997,26.35577,73.589996,542.917908,34.330002,34.330002,34.380001,147.979996,77.940002
2013-12-19,72.970001,26.26923,73.43,543.653625,34.759998,34.759998,34.450001,140.720001,77.239998
2013-12-20,72.400002,26.307692,74.660004,550.86084,35.220001,35.220001,34.299999,143.240005,77.43
2013-12-23,73.279999,26.346153,74.989998,558.108093,35.490002,35.490002,34.689999,143.550003,77.870003
2013-12-24,73.849998,26.548077,74.959999,556.476501,35.509998,35.509998,34.950001,151.410004,78.010002
2013-12-26,74.620003,26.759615,75.199997,559.289307,35.709999,35.709999,35.16,155.5,78.389999
2013-12-27,74.349998,26.759615,74.449997,559.759766,35.91,35.91,35.18,151.119995,78.470001
2013-12-30,76.230003,26.817308,75.080002,555.285278,36.209999,36.209999,35.200001,152.440002,78.629997
2013-12-31,76.400002,26.951923,75.099998,560.915894,36,36,35.16,150.429993,78.690002
2014-01-02,76.269997,26.442308,75.209999,557.117126,35.91,35.91,34.950001,150.100006,78.910004
2014-01-03,76.110001,26.423077,74.32,553.05304,35.970001,35.970001,34.799999,149.559998,78.650002
2014-01-06,75.82,26.211538,73.239998,559.219238,35.950001,35.950001,34.959999,147,78.209999
2014-01-07,76.339996,26.240385,72.779999,570,36.189999,36.189999,34.950001,149.360001,78.449997
2014-01-08,75.220001,26.163462,73.459999,571.186157,36,36,34.240002,151.279999,77.830002
2014-01-09,74.900002,26.173077,74.300003,565.685669,35.91,35.91,33.540001,147.529999,78.089996
2014-01-10,75.389999,25.923077,74.870003,565.65564,35.900002,35.900002,33.619999,145.720001,78.040001
2014-01-13,73.269997,25.701923,73.139999,562.052063,35.459999,35.459999,33.299999,139.339996,77.489998
2014-01-14,74.449997,25.932692,74.989998,575.275269,35.5,35.5,33.48,161.270004,77.959999
2014-01-15,74.279999,26.288462,75.230003,574.884888,35.490002,35.490002,33.790001,164.130005,77.660004
2014-01-16,74.209999,26.153847,77.900002,578.68866,35.549999,35.549999,33.959999,170.970001,76.760002
2014-01-17,73.980003,25.557692,78.400002,575.84082,35.57,35.57,33.700001,170.009995,76.190002
2014-01-21,74.199997,25.278847,81.580002,582.432434,35.740002,35.740002,33.57,176.679993,75.839996
2014-01-22,75.309998,24.990385,82.18,583.093079,36.389999,36.389999,33.34,178.559998,75.349998
2014-01-23,74.790001,24.826923,82.150002,580.630615,36.040001,36.040001,33.799999,181.5,74.959999
2014-01-24,72.720001,23.990385,80.620003,562.477478,35.470001,35.470001,33.419998,174.600006,74.419998
2014-01-27,72.25,24.10577,78.860001,551.166138,35.66,35.66,33.509998,169.619995,74.150002
2014-01-28,72.879997,24.48077,80.669998,562.067078,35.889999,35.889999,33.700001,178.380005,74.669998
2014-01-29,71.330002,24.317308,79.849998,554.014038,34.099998,34.099998,33.310001,175.229996,74.099998
2014-01-30,73.220001,24.51923,81.519997,568.263245,34.32,34.32,33.349998,182.839996,74.75
2014-01-31,72.610001,24.163462,80.650002,591.07605,34.009998,34.009998,33.32,181.410004,74.68
2014-02-03,69.989998,23.413462,78.830002,567.282288,33.32,33.32,31.950001,177.110001,72.660004
2014-02-04,71.050003,23.625,82.019997,569.649658,33.66,33.66,32.450001,178.729996,72.730003
2014-02-05,71.760002,23.576923,78.150002,572.17218,33.240002,33.240002,32.080002,174.419998,72.870003
2014-02-06,75.559998,23.990385,76.5,580.560547,33.630001,33.630001,32,178.380005,72.82
2014-02-07,75.669998,24.221153,78.75,589.309326,33.990002,33.990002,32.299999,186.529999,73.75
2014-02-10,77.059998,24.086538,80.980003,587.052063,33.790001,33.790001,32.439999,196.559998,73.760002
2014-02-11,77.790001,24.451923,81.800003,595.685669,33.939999,33.939999,32.950001,196.619995,74.800003
2014-02-12,77.910004,24.413462,82,593.938965,33.830002,33.830002,32.939999,195.320007,74.959999
2014-02-13,77.900002,24.461538,82.550003,600.550537,33.66,33.66,33.490002,199.630005,75.360001
2014-02-14,79.230003,24.75,81.209999,602.002014,33.779999,33.779999,33.150002,198.229996,75.790001
2014-02-18,79.580002,24.663462,83.809998,606.046021,33.709999,33.709999,32.82,203.699997,75.330002
2014-02-19,78.870003,24.423077,82.699997,601.77179,33.150002,33.150002,32.849998,193.639999,74.849998
2014-02-20,79.190002,24.153847,82.809998,602.657654,33.23,33.23,33.18,209.970001,73.519997
2014-02-21,80.129997,23.98077,82.589996,602.497498,33.029999,33.029999,32.799999,209.600006,73.120003
2014-02-24,80.730003,24.317308,83.57,606.861877,32.099998,32.099998,32.470001,217.649994,73.349998
2014-02-25,80.209999,24.298077,83.949997,610.610596,32.889999,32.889999,32.169998,248,73.349998
2014-02-26,80.080002,24.326923,83.809998,610.695679,32.169998,32.169998,32,253,74.779999
2014-02-27,80.480003,24.51923,83.650002,610.21521,31.870001,31.870001,32.23,252.539993,74.559998
2014-02-28,80.809998,24.490385,82.790001,608.433411,31.85,31.85,31.93,244.809998,74.699997
2014-03-03,79.459999,24.153847,81.449997,601.94696,31.639999,31.639999,31.860001,250.559998,74.120003
2014-03-04,81.709999,24.663462,82.940002,608.063049,32.049999,32.049999,32.150002,254.839996,75.129997
2014-03-05,82.68,24.932692,82.870003,609.739746,32.200001,32.200001,32.130001,252.660004,74.800003
2014-03-06,83.339996,25.211538,79.919998,610.415405,32.290001,32.290001,32.34,252.940002,74.879997
2014-03-07,82.209999,25.125,79.580002,608.002991,32,32,32.540001,246.210007,74.580002
2014-03-10,81.970001,25.038462,80.230003,606.391418,31.799999,31.799999,32.509998,238.839996,74.43
2014-03-11,81.050003,24.903847,79.839996,600.595581,31.59,31.59,32.23,234.410004,74.919998
2014-03-12,81.379997,24.76923,79.720001,604.254272,31.290001,31.290001,32.380001,241.490005,75.529999
2014-03-13,79.93,24.365385,78.010002,595.125122,30.959999,30.959999,32.349998,237.789993,74.93
2014-03-14,80.07,24.14423,75.050003,586.987,31.700001,31.700001,32.490002,230.970001,74.279999
2014-03-17,81.389999,24.451923,75.449997,596.646667,31.68,31.68,32.889999,233.979996,74.68
2014-03-18,81.989998,24.663462,77.769997,606.236206,31.559999,31.559999,32.98,240.039993,74.769997
2014-03-19,80.519997,24.307692,76.540001,600.22522,31.059999,31.059999,32.959999,235.839996,74.379997
2014-03-20,80.809998,24.298077,75.529999,599.179199,31.48,31.48,34.09,234.910004,75.379997
2014-03-21,80.349998,24.423077,72.07,592.112122,31.15,31.15,34.299999,228.889999,76.099998
2014-03-24,79.489998,24.432692,72.129997,579.544556,31.389999,31.389999,34.459999,220.169998,76.760002
2014-03-25,79.550003,24.711538,73.029999,579.939941,31.610001,31.610001,34.720001,220.440002,76.870003
2014-03-26,78.620003,24.634615,72.779999,566.551575,31.84,31.84,34.610001,212.960007,76.230003
2014-03-27,78.480003,24.817308,71.410004,557.697693,32.299999,32.299999,34.959999,207.320007,76.139999
2014-03-28,78.989998,24.884615,68.550003,560.63562,32.139999,32.139999,35.07,212.369995,76.010002
2014-03-31,80.07,24.89423,70.860001,557.812805,32.490002,32.490002,35.07,208.449997,76.43
2014-04-01,81.57,24.875,73.639999,568.013,32.880001,32.880001,35.09,216.970001,76.769997
2014-04-02,81.669998,25.038462,73.959999,568.118103,32.810001,32.810001,35.369999,230.289993,77.18
2014-04-03,81.690002,25.221153,74,571.5,32.959999,32.959999,35.630001,225.399994,77.459999
2014-04-04,80.43,25.01923,72.199997,545.25,33.02,33.02,35.549999,212.229996,77.309998
2014-04-07,79.129997,24.85577,72.230003,540.630005,32.240002,32.240002,35.490002,207.520004,77.309998
2014-04-08,79.57,24.759615,70.010002,557.51001,33.049999,33.049999,35.27,215.460007,78.18
2014-04-09,80.470001,24.951923,70.650002,567.039978,32.919998,32.919998,34.919998,216.929993,77.970001
2014-04-10,77.510002,24.596153,65.480003,546.690002,32.68,32.68,35.119999,204.190002,76.889999
2014-04-11,77.010002,24.451923,66.029999,537.76001,32.290001,32.290001,35.200001,203.779999,76.5
2014-04-14,77.620003,24.721153,66.790001,545.200012,32.439999,32.439999,35.360001,198.089996,77.379997
2014-04-15,77.660004,24.826923,68.169998,548.700012,32.900002,32.900002,35.68,193.910004,76.879997
2014-04-16,78.949997,25.115385,69.279999,563.900024,33.310001,33.310001,36.099998,199.110001,77.220001
2014-04-17,79.989998,25.538462,70,543.340027,33.77,33.77,36.040001,198.119995,77.660004
2014-04-21,79.110001,25.567308,71.599998,539.369995,33.400002,33.400002,36.060001,204.380005,77.599998
2014-04-22,79.449997,25.557692,72.860001,545.5,33.450001,33.450001,36.290001,218.639999,77.559998
2014-04-23,79.519997,25.403847,73.860001,537.51001,33.610001,33.610001,34.919998,207.990005,78.040001
2014-04-24,79.589996,25.442308,74.080002,534.440002,33.68,33.68,34.5,207.860001,78.309998
2014-04-25,78.230003,25.576923,73.900002,523.099976,33,33,34.490002,199.850006,78.620003
2014-04-28,77.779999,25.75,74.080002,522.97998,32.380001,32.380001,35.080002,198.509995,79.760002
2014-04-29,78.639999,25.73077,76.239998,536.330017,33.02,33.02,35.419998,206.919998,79.669998
2014-04-30,79.339996,25.85577,78.489998,534.880005,32.66,32.66,35.700001,207.889999,79.709999
2014-05-01,79.559998,25.740385,79.019997,538.530029,32.599998,32.599998,35.580002,207.729996,79.699997
2014-05-02,80.309998,25.653847,77.709999,533.869995,32.720001,32.720001,35.630001,210.910004,79.120003
2014-05-05,81.220001,25.557692,79.830002,535.330017,32.740002,32.740002,35.759998,216.610001,78.620003
2014-05-06,81.029999,25.182692,78.32,522.570007,32.549999,32.549999,35.490002,207.279999,78.010002
2014-05-07,80.290001,25.509615,78.769997,518,32.779999,32.779999,35.759998,201.350006,77.959999
2014-05-08,81.599998,25.423077,78.730003,520.169983,32.52,32.52,36.400002,178.589996,78.690002
2014-05-09,81.949997,25.403847,79.760002,526.619995,32.150002,32.150002,36.439999,182.259995,79.199997
2014-05-12,82.419998,25.817308,80.349998,538.429993,32.380001,32.380001,36.57,184.669998,79.150002
2014-05-13,82.080002,25.884615,80.300003,541.539978,32.439999,32.439999,36.200001,190.160004,79.139999
2014-05-14,80.919998,25.73077,80.970001,534.409973,33.169998,33.169998,36.389999,190.619995,78.739998
2014-05-15,80.150002,25.576923,80.099998,529.119995,33.450001,33.450001,36.52,188.589996,76.830002
2014-05-16,80.389999,25.64423,80.800003,528.299988,33.450001,33.450001,36.740002,191.559998,77.010002
2014-05-19,81.050003,25.586538,82.050003,538.830017,33.32,33.32,36.380001,196.089996,76.610001
2014-05-20,81.089996,25.288462,81.139999,540.390015,33.25,33.25,35.5,195.300003,75.690002
2014-05-21,82.190002,25.471153,81.809998,549.700012,33.439999,33.439999,35.27,199.449997,75.660004
2014-05-22,82.349998,25.490385,82.900002,555.450012,33.77,33.77,35.380001,204.880005,75.389999
2014-05-23,83.32,25.490385,80.940002,563.799988,33.68,33.68,35.32,207.300003,75.610001
2014-05-27,83.739998,25.548077,82.160004,574.869995,33.599998,33.599998,35.209999,211.559998,75.589996
2014-05-28,83.599998,25.634615,81.860001,570.450012,33.59,33.59,35.34,210.240005,75.529999
2014-05-29,84.029999,25.711538,82.080002,570.559998,33.599998,33.599998,35.389999,210.240005,75.980003
2014-05-30,84.010002,25.759615,81.209999,571.650024,33.389999,33.389999,35.470001,207.770004,76.769997
2014-06-02,84.269997,25.798077,81.550003,564.340027,33.720001,33.720001,35.439999,204.699997,76.760002
2014-06-03,83.879997,25.759615,82.550003,554.51001,33.82,33.82,35.200001,204.940002,76.709999
2014-06-04,84.239998,25.528847,83.019997,553.76001,34.049999,34.049999,35.049999,203.990005,77.129997
2014-06-05,84.779999,25.740385,82.800003,564.929993,34.619999,34.619999,35.099998,206.899994,77.32
2014-06-06,84.610001,26.134615,82.389999,566.030029,35.080002,35.080002,35.02,208.169998,77.209999
2014-06-09,85.480003,26.384615,79.010002,570.72998,35.060001,35.060001,35.009998,205.309998,77.010002
2014-06-10,84.75,26.35577,79.540001,568.299988,35.07,35.07,34.939999,202.300003,76.620003
2014-06-11,84.309998,26.10577,80.82,567.5,34.900002,34.900002,34.810001,204.470001,76.160004
2014-06-12,82.800003,25.923077,80.580002,559.5,34.91,34.91,34.830002,203.520004,75.730003
2014-06-13,82.800003,26,80.720001,560.349976,35.189999,35.189999,35.029999,206.419998,75.279999
2014-06-16,83.300003,25.788462,80.769997,552.299988,35.380001,35.380001,34.98,224.610001,75.339996
2014-06-17,83.160004,25.836538,79.790001,550.619995,34.970001,34.970001,35.02,231.669998,74.989998
2014-06-18,83.580002,25.85577,79.470001,560.659973,35.07,35.07,35.200001,227.119995,75.699997
2014-06-19,83.769997,25.89423,79.779999,564.98999,35.400002,35.400002,35.360001,227.789993,75.870003
2014-06-20,82.82,25.932692,81.199997,566.52002,36.029999,36.029999,35.389999,229.589996,75.68
2014-06-23,82.760002,25.653847,80.800003,574.289978,36.009998,36.009998,35.389999,237.220001,75.790001
2014-06-24,82.68,25.557692,80.809998,572.539978,36.110001,36.110001,35.290001,232.5,75.970001
2014-06-25,83.900002,25.403847,81.800003,585.929993,35.970001,35.970001,35.259998,236.889999,75.620003
2014-06-26,84.449997,25.278847,82.18,584.77002,36,36,35.259998,235.600006,74.910004
2014-06-27,85.300003,25.413462,82.940002,585.690002,36.040001,36.040001,35.41,239.059998,75.339996
2014-06-30,85.739998,25.26923,82.910004,584.669983,36.259998,36.259998,35.360001,240.059998,75.07
2014-07-01,86.470001,25.384615,85.290001,591.48999,36.049999,36.049999,35.48,239.720001,75.279999
2014-07-02,86.440002,25.586538,87.099998,590.780029,35.75,35.75,35.669998,229.429993,75.620003
2014-07-03,86.839996,25.826923,87.900002,593.080017,35.650002,35.650002,35.84,229.25,75.75
2014-07-07,86.589996,25.721153,87.209999,590.76001,35.610001,35.610001,36.02,222.660004,76.07
